carat,cut,color,clarity,price,cut_label,clarity_label
0.91,Premium,2,SI1,4729.0,3,2
0.9,Very Good,1,VS2,4729.0,4,5
1.05,Ideal,3,SI1,4729.0,2,2
1.05,Good,3,SI1,4729.0,1,2
1.0,Premium,1,SI2,4730.0,3,3
1.38,Fair,4,SI2,4730.0,0,3
1.03,Premium,2,SI2,4730.0,3,3
1.5,Good,4,I1,4731.0,1,0
0.91,Ideal,4,SI1,4731.0,2,2
1.0,Good,5,VS1,4732.0,1,4
1.3,Premium,5,SI2,4732.0,3,3
1.0,Fair,3,VS2,4732.0,0,5
1.0,Very Good,5,VS1,4732.0,4,4
1.0,Premium,5,VS1,4732.0,3,4
1.0,Fair,5,VS1,4732.0,0,4
1.1,Ideal,5,SI2,4733.0,2,3
1.08,Ideal,4,SI2,4733.0,2,3
1.09,Ideal,4,SI2,4733.0,2,3
1.22,Premium,6,SI2,4735.0,3,3
0.9,Premium,1,SI1,4735.0,3,2
1.0,Good,4,SI1,4737.0,1,2
1.0,Ideal,4,SI1,4737.0,2,2
1.24,Very Good,7,SI2,4737.0,4,3
1.33,Premium,3,SI2,4737.0,3,3
1.14,Premium,3,SI2,4737.0,3,3
1.06,Premium,2,SI2,4737.0,3,3
0.95,Very Good,2,SI1,4738.0,4,2
1.02,Ideal,6,SI1,4738.0,2,2
1.0,Very Good,6,VS2,4739.0,4,5
0.9,Good,1,VS2,4739.0,1,5
1.05,Premium,5,VS2,4739.0,3,5
0.91,Premium,2,VS2,4739.0,3,5
0.91,Very Good,3,VS1,4739.0,4,4
0.93,Premium,2,SI1,4739.0,3,2
1.08,Premium,5,SI1,4740.0,3,2
1.08,Ideal,5,SI1,4740.0,2,2
0.9,Very Good,5,VVS2,4740.0,4,7
0.8,Ideal,4,VVS2,4740.0,2,7
1.04,Ideal,3,SI2,4740.0,2,3
0.9,Ideal,5,SI1,4740.0,2,2
1.21,Premium,3,SI2,4740.0,3,3
1.0,Very Good,4,SI1,4741.0,4,2
1.04,Premium,4,SI1,4742.0,3,2
1.05,Premium,2,SI2,4742.0,3,3
1.02,Ideal,5,SI2,4742.0,2,3
1.08,Good,2,SI2,4742.0,1,3
1.16,Ideal,6,SI1,4742.0,2,2
1.08,Premium,2,SI2,4742.0,3,3
1.26,Ideal,7,SI2,4742.0,2,3
1.21,Premium,5,SI1,4743.0,3,2
1.15,Premium,5,SI2,4743.0,3,3
1.15,Very Good,5,SI2,4743.0,4,3
1.0,Ideal,2,SI2,4743.0,2,3
1.01,Very Good,5,SI1,4743.0,4,2
1.31,Premium,3,SI2,4743.0,3,3
0.97,Ideal,4,SI2,4743.0,2,3
1.01,Good,2,SI1,4743.0,1,2
1.0,Premium,3,VS2,4743.0,3,5
1.11,Premium,6,VS2,4744.0,3,5
1.2,Ideal,7,SI2,4744.0,2,3
0.91,Good,4,VS1,4744.0,1,4
1.03,Very Good,5,SI2,4745.0,4,3
1.06,Ideal,6,SI1,4745.0,2,2
1.01,Premium,5,VS2,4745.0,3,5
1.19,Premium,6,SI2,4745.0,3,3
1.02,Ideal,3,SI2,4746.0,2,3
0.91,Very Good,1,SI1,4746.0,4,2
1.03,Very Good,4,SI1,4746.0,4,2
1.26,Fair,1,SI2,4746.0,0,3
1.02,Ideal,5,SI1,4746.0,2,2
1.13,Premium,6,SI1,4746.0,3,2
1.18,Premium,5,SI1,4746.0,3,2
1.13,Premium,5,SI2,4746.0,3,3
1.11,Premium,5,SI1,4748.0,3,2
0.94,Premium,3,SI1,4748.0,3,2
1.0,Very Good,3,SI2,4749.0,4,3
1.01,Good,5,SI1,4749.0,1,2
1.01,Ideal,5,SI1,4749.0,2,2
1.01,Very Good,6,SI1,4749.0,4,2
1.0,Premium,3,SI2,4749.0,3,3
1.06,Ideal,6,SI1,4749.0,2,2
1.06,Ideal,5,SI2,4749.0,2,3
1.1,Ideal,4,SI2,4750.0,2,3
0.93,Premium,4,VS2,4750.0,3,5
1.01,Premium,2,SI2,4751.0,3,3
0.81,Ideal,4,IF,4751.0,2,1
1.01,Fair,1,SI1,4751.0,0,2
1.01,Fair,5,VS2,4751.0,0,5
1.01,Good,2,SI2,4751.0,1,3
1.01,Ideal,2,SI2,4751.0,2,3
1.01,Premium,1,SI1,4751.0,3,2
1.2,Good,6,SI1,4752.0,1,2
1.2,Very Good,7,SI1,4752.0,4,2
1.03,Ideal,1,SI2,4752.0,2,3
1.07,Ideal,4,SI2,4752.0,2,3
1.04,Ideal,4,SI2,4752.0,2,3
1.0,Very Good,1,SI2,4753.0,4,3
1.01,Ideal,1,SI2,4753.0,2,3
1.21,Very Good,7,VS2,4754.0,4,5
1.02,Premium,5,SI1,4754.0,3,2
1.04,Ideal,3,SI2,4754.0,2,3
0.96,Very Good,3,SI1,4755.0,4,2
1.11,Premium,4,SI2,4755.0,3,3
1.11,Ideal,4,SI2,4755.0,2,3
1.01,Very Good,6,VS1,4756.0,4,4
1.08,Ideal,6,SI1,4757.0,2,2
1.03,Ideal,2,SI2,4758.0,2,3
1.03,Premium,2,SI2,4758.0,3,3
1.0,Good,4,SI1,4758.0,1,2
1.0,Premium,1,SI2,4758.0,3,3
1.2,Very Good,1,SI2,4758.0,4,3
1.02,Fair,5,SI1,4758.0,0,2
1.19,Premium,4,SI2,4758.0,3,3
0.91,Very Good,2,VS2,4759.0,4,5
1.01,Good,3,SI1,4759.0,1,2
1.01,Very Good,3,SI1,4759.0,4,2
1.01,Very Good,6,SI1,4759.0,4,2
1.03,Ideal,5,SI1,4759.0,2,2
0.9,Very Good,2,SI1,4760.0,4,2
1.01,Very Good,1,SI2,4760.0,4,3
1.0,Ideal,2,SI2,4760.0,2,3
1.0,Good,6,VS2,4761.0,1,5
1.19,Premium,7,VS2,4761.0,3,5
1.09,Premium,5,SI2,4761.0,3,3
1.02,Very Good,6,VS2,4762.0,4,5
1.18,Very Good,6,SI2,4763.0,4,3
0.99,Ideal,6,SI1,4763.0,2,2
0.9,Good,5,VVS1,4763.0,1,6
1.05,Very Good,2,SI2,4763.0,4,3
1.1,Ideal,5,SI1,4764.0,2,2
1.25,Ideal,7,SI1,4764.0,2,2
0.81,Ideal,2,VS1,4764.0,2,4
1.03,Premium,1,SI2,4764.0,3,3
1.03,Very Good,4,SI1,4764.0,4,2
1.03,Ideal,1,SI2,4764.0,2,3
1.03,Ideal,4,SI1,4764.0,2,2
1.07,Ideal,6,VS2,4764.0,2,5
1.07,Premium,5,SI1,4764.0,3,2
1.07,Ideal,3,SI2,4764.0,2,3
0.91,Fair,1,VS2,4765.0,0,5
1.15,Very Good,7,VS2,4766.0,4,5
1.13,Very Good,6,SI1,4766.0,4,2
1.12,Good,6,VS2,4766.0,1,5
1.02,Very Good,4,SI1,4766.0,4,2
1.01,Good,2,SI1,4766.0,1,2
1.01,Very Good,2,SI1,4766.0,4,2
1.09,Good,3,SI2,4766.0,1,3
1.02,Ideal,5,SI2,4766.0,2,3
1.0,Ideal,2,SI2,4766.0,2,3
1.15,Very Good,5,SI2,4767.0,4,3
1.01,Ideal,5,SI1,4767.0,2,2
1.11,Premium,4,SI1,4768.0,3,2
1.03,Very Good,4,SI2,4769.0,4,3
1.06,Very Good,4,SI2,4769.0,4,3
1.11,Very Good,2,SI2,4769.0,4,3
1.01,Premium,5,VS2,4769.0,3,5
1.03,Ideal,3,SI2,4769.0,2,3
1.21,Premium,7,SI1,4770.0,3,2
0.9,Ideal,2,VS2,4770.0,2,5
0.9,Good,2,VS2,4770.0,1,5
0.9,Premium,3,VS1,4770.0,3,4
0.9,Good,3,VS1,4770.0,1,4
0.9,Ideal,2,SI2,4770.0,2,3
0.91,Fair,2,VS1,4770.0,0,4
1.04,Premium,3,SI1,4770.0,3,2
1.04,Ideal,3,SI1,4770.0,2,2
1.01,Premium,5,SI1,4771.0,3,2
1.11,Ideal,6,SI1,4771.0,2,2
1.2,Ideal,5,VS2,4771.0,2,5
1.08,Ideal,4,SI1,4771.0,2,2
1.15,Premium,5,SI1,4772.0,3,2
1.23,Ideal,6,SI2,4773.0,2,3
0.9,Ideal,4,VS2,4773.0,2,5
1.01,Ideal,5,SI1,4773.0,2,2
1.23,Premium,6,SI2,4773.0,3,3
1.06,Premium,3,SI1,4774.0,3,2
1.0,Ideal,1,SI1,4774.0,2,2
1.01,Premium,3,SI1,4775.0,3,2
0.91,Ideal,4,VS1,4775.0,2,4
1.15,Premium,4,SI1,4776.0,3,2
1.19,Premium,6,SI1,4777.0,3,2
1.0,Very Good,2,SI2,4777.0,4,3
1.2,Premium,7,SI1,4778.0,3,2
1.09,Ideal,7,VS2,4778.0,2,5
0.9,Good,3,VS2,4778.0,1,5
1.13,Ideal,3,SI2,4778.0,2,3
0.29,Fair,1,VS2,592.0,0,5
0.32,Good,3,SI1,593.0,1,2
0.41,Very Good,5,SI2,593.0,4,3
0.37,Very Good,2,SI1,593.0,4,2
0.36,Very Good,2,SI1,593.0,4,2
0.38,Ideal,6,SI1,593.0,2,2
0.3,Fair,3,VS1,593.0,0,4
0.31,Ideal,4,SI1,593.0,2,2
0.31,Premium,4,SI1,593.0,3,2
0.31,Very Good,4,SI1,593.0,4,2
0.31,Premium,1,SI2,593.0,3,3
0.31,Good,1,SI2,593.0,1,3
0.31,Good,4,SI1,593.0,1,2
1.06,Ideal,4,SI2,4778.0,2,3
1.27,Ideal,7,SI2,4779.0,2,3
1.01,Premium,5,VS1,4779.0,3,4
1.01,Ideal,5,VS1,4779.0,2,4
0.9,Very Good,4,VS1,4780.0,4,4
0.99,Very Good,2,SI2,4780.0,4,3
1.0,Very Good,2,SI2,4781.0,4,3
0.8,Ideal,1,VS2,4781.0,2,5
1.01,Good,4,SI1,4781.0,1,2
1.03,Ideal,6,SI1,4782.0,2,2
1.22,Good,5,SI2,4782.0,1,3
0.9,Ideal,5,VVS1,4783.0,2,6
1.01,Ideal,4,SI2,4783.0,2,3
1.24,Ideal,7,SI2,4783.0,2,3
1.09,Good,5,SI1,4784.0,1,2
1.09,Ideal,5,SI1,4784.0,2,2
1.09,Very Good,5,SI1,4784.0,4,2
1.14,Very Good,6,VS2,4785.0,4,5
1.06,Very Good,5,SI1,4785.0,4,2
1.06,Premium,5,SI1,4785.0,3,2
1.01,Ideal,1,SI2,4785.0,2,3
1.16,Very Good,5,SI2,4785.0,4,3
1.16,Very Good,6,SI1,4785.0,4,2
1.2,Very Good,6,SI1,4785.0,4,2
1.01,Premium,4,SI1,4785.0,3,2
0.91,Very Good,3,SI1,4785.0,4,2
1.0,Good,1,SI1,4786.0,1,2
1.09,Premium,6,VS1,4786.0,3,4
1.01,Ideal,2,SI2,4787.0,2,3
1.0,Premium,5,SI1,4788.0,3,2
1.0,Good,5,SI1,4788.0,1,2
1.01,Ideal,2,SI2,4788.0,2,3
1.01,Very Good,4,SI1,4788.0,4,2
1.14,Premium,6,SI1,4788.0,3,2
1.14,Ideal,5,SI2,4788.0,2,3
1.0,Ideal,5,SI1,4788.0,2,2
1.14,Very Good,6,SI1,4788.0,4,2
0.9,Ideal,2,VS2,4788.0,2,5
1.14,Premium,5,SI2,4788.0,3,3
1.14,Ideal,5,SI1,4789.0,2,2
1.24,Very Good,7,SI2,4789.0,4,3
1.08,Very Good,6,VS1,4790.0,4,4
1.01,Premium,2,SI2,4790.0,3,3
1.08,Fair,2,SI1,4790.0,0,2
0.94,Good,1,SI1,4790.0,1,2
1.1,Very Good,2,SI1,4791.0,4,2
1.21,Very Good,6,SI2,4791.0,4,3
1.04,Very Good,5,SI1,4791.0,4,2
1.24,Premium,6,SI1,4791.0,3,2
1.01,Fair,3,VS2,4791.0,0,5
0.92,Ideal,2,SI1,4791.0,2,2
1.0,Premium,5,VS2,4791.0,3,5
1.22,Very Good,7,VS2,4793.0,4,5
0.93,Premium,4,VS1,4793.0,3,4
1.01,Very Good,6,SI1,4794.0,4,2
1.09,Premium,4,SI2,4794.0,3,3
0.91,Very Good,2,VS2,4795.0,4,5
0.9,Very Good,2,SI1,4795.0,4,2
1.25,Ideal,6,VS2,4795.0,2,5
0.9,Ideal,3,SI1,4795.0,2,2
1.01,Premium,3,SI2,4796.0,3,3
1.02,Premium,5,SI1,4796.0,3,2
1.02,Good,5,SI1,4796.0,1,2
1.02,Very Good,5,SI1,4796.0,4,2
1.01,Ideal,3,SI2,4796.0,2,3
0.9,Fair,1,SI1,4796.0,0,2
1.05,Very Good,2,SI2,4797.0,4,3
1.16,Ideal,5,SI2,4797.0,2,3
1.04,Ideal,3,SI2,4797.0,2,3
1.02,Premium,5,SI2,4798.0,3,3
0.76,Very Good,2,IF,4798.0,4,1
1.02,Ideal,6,VS1,4798.0,2,4
1.0,Fair,2,SI1,4798.0,0,2
1.02,Fair,1,SI1,4798.0,0,2
1.19,Ideal,5,SI2,4798.0,2,3
1.12,Premium,4,SI2,4798.0,3,3
1.02,Ideal,2,SI2,4798.0,2,3
1.0,Fair,3,SI1,4798.0,0,2
1.02,Ideal,5,VVS2,4798.0,2,7
1.0,Very Good,3,SI1,4798.0,4,2
1.12,Ideal,4,SI2,4798.0,2,3
1.02,Ideal,1,SI1,4798.0,2,2
1.01,Very Good,1,SI2,4799.0,4,3
1.07,Ideal,2,SI2,4799.0,2,3
1.03,Very Good,5,SI1,4800.0,4,2
0.63,Very Good,1,IF,4800.0,4,1
1.03,Ideal,5,SI1,4800.0,2,2
0.9,Premium,3,VS2,4801.0,3,5
0.9,Ideal,3,VS2,4801.0,2,5
1.04,Ideal,5,SI1,4801.0,2,2
0.91,Ideal,3,SI1,4801.0,2,2
0.71,Ideal,2,VVS1,4802.0,2,6
1.01,Ideal,4,SI2,4803.0,2,3
0.9,Very Good,1,VS2,4804.0,4,5
1.04,Ideal,2,SI2,4804.0,2,3
1.01,Very Good,6,SI1,4805.0,4,2
1.01,Ideal,1,SI2,4805.0,2,3
1.01,Premium,4,SI1,4805.0,3,2
1.01,Good,1,SI2,4805.0,1,3
1.0,Good,4,VS1,4805.0,1,4
1.23,Ideal,6,SI2,4805.0,2,3
1.0,Premium,2,SI1,4805.0,3,2
1.1,Premium,6,SI1,4805.0,3,2
1.01,Premium,1,SI2,4805.0,3,3
1.0,Very Good,2,SI1,4805.0,4,2
1.01,Good,2,SI2,4807.0,1,3
1.01,Premium,4,SI1,4808.0,3,2
1.0,Ideal,2,SI2,4808.0,2,3
1.01,Ideal,6,VS1,4808.0,2,4
1.01,Ideal,2,SI2,4808.0,2,3
1.1,Ideal,3,SI2,4809.0,2,3
0.97,Premium,3,SI1,4810.0,3,2
1.04,Premium,4,SI1,4811.0,3,2
1.04,Premium,1,SI2,4811.0,3,3
1.12,Ideal,6,SI1,4811.0,2,2
1.24,Ideal,6,SI2,4812.0,2,3
1.01,Very Good,3,SI1,4812.0,4,2
1.04,Ideal,5,SI1,4812.0,2,2
1.02,Very Good,2,SI1,4813.0,4,2
1.16,Premium,5,SI1,4814.0,3,2
1.08,Ideal,4,SI2,4814.0,2,3
1.06,Premium,4,SI1,4815.0,3,2
1.21,Very Good,7,VS2,4816.0,4,5
1.11,Very Good,4,SI2,4816.0,4,3
1.08,Very Good,3,SI1,4816.0,4,2
1.0,Premium,5,SI1,4816.0,3,2
0.8,Ideal,3,VS2,4816.0,2,5
1.01,Good,3,SI1,4816.0,1,2
1.05,Ideal,3,SI1,4816.0,2,2
1.0,Premium,4,SI1,4816.0,3,2
0.91,Premium,1,SI1,4816.0,3,2
1.0,Premium,1,SI2,4816.0,3,3
0.94,Premium,1,SI1,4817.0,3,2
1.11,Good,6,VS1,4817.0,1,4
1.02,Premium,1,SI2,4818.0,3,3
0.9,Ideal,1,SI1,4819.0,2,2
1.03,Good,6,VS2,4819.0,1,5
1.02,Premium,5,SI1,4819.0,3,2
1.02,Ideal,5,SI1,4819.0,2,2
1.23,Ideal,3,SI2,4819.0,2,3
1.16,Premium,3,SI2,4820.0,3,3
1.01,Very Good,1,SI1,4821.0,4,2
1.01,Very Good,5,VS2,4821.0,4,5
1.01,Ideal,5,VS2,4821.0,2,5
1.01,Good,1,SI1,4821.0,1,2
0.91,Ideal,2,SI2,4821.0,2,3
0.91,Good,3,VS1,4823.0,1,4
0.91,Very Good,2,VS2,4823.0,4,5
0.91,Good,2,VS2,4823.0,1,5
1.02,Ideal,2,SI2,4824.0,2,3
1.07,Very Good,2,SI2,4824.0,4,3
1.21,Good,7,SI2,4824.0,1,3
1.0,Good,4,SI1,4824.0,1,2
1.0,Ideal,4,SI1,4824.0,2,2
1.29,Fair,3,SI2,4824.0,0,3
1.01,Ideal,5,SI2,4825.0,2,3
1.01,Ideal,6,SI1,4825.0,2,2
0.98,Very Good,5,VS2,4826.0,4,5
1.17,Very Good,6,SI1,4826.0,4,2
1.17,Very Good,5,SI2,4826.0,4,3
1.17,Good,5,SI2,4826.0,1,3
1.08,Premium,5,SI1,4826.0,3,2
1.39,Premium,6,SI2,4826.0,3,3
1.1,Very Good,5,SI1,4827.0,4,2
1.1,Ideal,5,SI1,4827.0,2,2
1.0,Very Good,4,SI1,4827.0,4,2
1.02,Premium,5,VS1,4827.0,3,4
1.04,Good,3,SI1,4828.0,1,2
1.2,Good,4,SI1,4828.0,1,2
1.01,Ideal,3,SI1,4829.0,2,2
1.01,Premium,3,SI1,4829.0,3,2
1.06,Ideal,5,SI2,4829.0,2,3
1.12,Ideal,6,SI1,4829.0,2,2
1.1,Ideal,2,SI2,4829.0,2,3
1.1,Premium,2,SI2,4829.0,3,3
1.0,Fair,3,VS2,4829.0,0,5
1.22,Premium,5,SI1,4829.0,3,2
1.0,Ideal,2,SI2,4829.0,2,3
1.07,Premium,5,VS2,4830.0,3,5
1.07,Ideal,5,SI1,4830.0,2,2
1.0,Very Good,5,SI1,4830.0,4,2
0.73,Ideal,2,VVS1,4830.0,2,6
1.2,Ideal,7,SI1,4830.0,2,2
1.15,Premium,5,SI2,4830.0,3,3
1.15,Premium,6,SI1,4830.0,3,2
1.15,Ideal,5,SI2,4830.0,2,3
1.01,Very Good,2,SI1,4830.0,4,2
1.22,Premium,6,SI2,4831.0,3,3
1.2,Very Good,5,SI2,4831.0,4,3
1.2,Ideal,7,SI1,4831.0,2,2
1.01,Ideal,2,SI2,4832.0,2,3
1.07,Good,5,SI1,4832.0,1,2
1.1,Premium,3,SI2,4832.0,3,3
1.02,Ideal,3,SI2,4832.0,2,3
0.9,Premium,2,VS2,4833.0,3,5
0.93,Premium,4,VS2,4834.0,3,5
1.11,Very Good,4,VS2,4834.0,4,5
1.03,Very Good,5,SI1,4836.0,4,2
1.04,Ideal,6,SI1,4836.0,2,2
1.01,Very Good,5,SI1,4836.0,4,2
1.01,Good,5,SI1,4836.0,1,2
1.01,Premium,5,SI1,4836.0,3,2
1.01,Ideal,5,SI1,4836.0,2,2
1.27,Premium,6,SI2,4836.0,3,3
1.01,Ideal,1,SI2,4837.0,2,3
1.15,Ideal,4,SI2,4838.0,2,3
1.0,Fair,4,VS2,4838.0,0,5
1.0,Good,4,VS2,4838.0,1,5
1.18,Ideal,6,SI2,4838.0,2,3
1.2,Premium,5,VS1,4838.0,3,4
1.2,Very Good,6,SI1,4838.0,4,2
1.2,Premium,7,SI1,4838.0,3,2
0.9,Ideal,5,VVS2,4838.0,2,7
1.2,Premium,6,SI2,4838.0,3,3
1.2,Fair,7,SI1,4838.0,0,2
0.9,Premium,3,VS2,4838.0,3,5
0.9,Ideal,3,VS2,4838.0,2,5
1.2,Premium,7,VS2,4839.0,3,5
1.01,Good,5,VS2,4839.0,1,5
1.01,Premium,5,VS2,4839.0,3,5
1.03,Ideal,1,SI2,4839.0,2,3
1.08,Very Good,2,SI2,4840.0,4,3
1.14,Very Good,6,SI1,4840.0,4,2
1.07,Ideal,5,SI2,4840.0,2,3
1.12,Ideal,7,SI1,4840.0,2,2
1.0,Ideal,6,VS2,4841.0,2,5
1.21,Premium,7,VS2,4841.0,3,5
0.9,Very Good,5,VVS2,4842.0,4,7
1.0,Very Good,5,VS2,4842.0,4,5
1.11,Premium,5,SI1,4842.0,3,2
1.03,Premium,5,SI1,4843.0,3,2
1.03,Good,5,SI1,4843.0,1,2
1.01,Ideal,3,SI2,4843.0,2,3
1.0,Very Good,4,SI1,4844.0,4,2
0.82,Very Good,4,IF,4844.0,4,1
1.0,Good,3,SI1,4844.0,1,2
1.01,Fair,2,SI1,4844.0,0,2
1.0,Fair,2,SI1,4844.0,0,2
1.2,Premium,6,VS2,4844.0,3,5
1.2,Ideal,6,VS2,4844.0,2,5
1.05,Good,5,SI1,4845.0,1,2
1.03,Fair,1,SI1,4845.0,0,2
1.03,Ideal,2,SI2,4845.0,2,3
1.03,Premium,2,SI2,4845.0,3,3
0.9,Very Good,3,VS2,4846.0,4,5
0.9,Very Good,1,SI1,4846.0,4,2
1.04,Ideal,6,SI1,4846.0,2,2
1.01,Very Good,3,SI1,4846.0,4,2
0.72,Very Good,2,VVS1,4847.0,4,6
1.2,Good,4,SI2,4847.0,1,3
0.9,Good,5,VVS1,4847.0,1,6
1.11,Very Good,4,SI2,4848.0,4,3
1.03,Very Good,6,SI1,4848.0,4,2
0.91,Very Good,4,VVS2,4849.0,4,7
1.09,Very Good,5,SI1,4849.0,4,2
1.11,Ideal,6,SI1,4849.0,2,2
0.96,Fair,3,SI1,4849.0,0,2
1.64,Fair,4,I1,4849.0,0,0
0.31,Ideal,1,SI2,593.0,2,3
0.31,Very Good,1,SI2,593.0,4,3
0.31,Premium,6,SI1,593.0,3,2
0.3,Premium,5,VVS1,593.0,3,6
0.32,Very Good,2,VS2,594.0,4,5
0.33,Premium,6,VS2,594.0,3,5
0.33,Ideal,6,VS2,594.0,2,5
0.33,Ideal,5,SI1,594.0,2,2
0.33,Premium,2,SI2,594.0,3,3
1.01,Very Good,7,VVS2,4850.0,4,7
1.15,Very Good,6,SI1,4851.0,4,2
1.05,Very Good,2,SI2,4851.0,4,3
1.0,Very Good,3,SI1,4851.0,4,2
1.0,Good,3,SI1,4851.0,1,2
1.0,Premium,3,SI1,4851.0,3,2
1.02,Ideal,3,SI2,4851.0,2,3
1.01,Ideal,5,SI1,4851.0,2,2
1.12,Very Good,4,SI2,4852.0,4,3
0.99,Very Good,3,SI2,4852.0,4,3
1.22,Ideal,3,SI2,4852.0,2,3
1.01,Very Good,3,SI2,4853.0,4,3
1.09,Very Good,3,SI2,4853.0,4,3
1.01,Good,2,SI1,4853.0,1,2
1.01,Premium,2,SI1,4853.0,3,2
1.12,Good,6,VS2,4853.0,1,5
1.01,Premium,4,VS1,4853.0,3,4
1.01,Fair,2,SI1,4853.0,0,2
1.01,Ideal,2,SI1,4853.0,2,2
1.01,Very Good,2,SI1,4853.0,4,2
1.13,Ideal,1,SI2,4854.0,2,3
0.89,Ideal,3,VS2,4854.0,2,5
1.11,Ideal,7,VS1,4854.0,2,4
0.9,Ideal,2,SI1,4854.0,2,2
1.24,Premium,5,SI2,4854.0,3,3
1.13,Premium,6,SI1,4854.0,3,2
1.01,Very Good,5,SI1,4855.0,4,2
1.02,Ideal,3,SI2,4855.0,2,3
1.02,Premium,4,SI1,4855.0,3,2
1.02,Premium,3,SI1,4855.0,3,2
1.23,Premium,7,VS2,4856.0,3,5
1.08,Very Good,2,SI2,4857.0,4,3
1.05,Premium,4,SI1,4857.0,3,2
1.01,Very Good,6,VS1,4858.0,4,4
0.9,Very Good,2,VS2,4858.0,4,5
1.01,Ideal,3,SI2,4858.0,2,3
0.93,Ideal,2,SI2,4858.0,2,3
1.24,Premium,6,VS2,4858.0,3,5
0.79,Ideal,3,VVS1,4858.0,2,6
1.0,Good,4,SI1,4859.0,1,2
0.91,Ideal,4,VS1,4860.0,2,4
0.71,Ideal,2,VVS1,4860.0,2,6
0.91,Fair,4,VS2,4860.0,0,5
1.26,Ideal,7,SI2,4860.0,2,3
1.0,Fair,5,VS2,4861.0,0,5
1.07,Very Good,4,SI1,4861.0,4,2
1.07,Very Good,1,SI2,4861.0,4,3
1.07,Good,4,SI1,4861.0,1,2
1.22,Very Good,7,SI2,4861.0,4,3
1.0,Ideal,1,SI1,4861.0,2,2
1.15,Premium,4,SI2,4861.0,3,3
1.24,Good,4,SI2,4861.0,1,3
1.0,Ideal,4,SI2,4861.0,2,3
1.0,Premium,5,VS2,4861.0,3,5
1.0,Good,5,VS2,4861.0,1,5
1.06,Ideal,3,SI1,4862.0,2,2
1.06,Premium,3,SI1,4862.0,3,2
0.99,Very Good,4,SI1,4863.0,4,2
1.15,Premium,4,SI1,4863.0,3,2
1.31,Good,4,SI2,4864.0,1,3
1.08,Premium,3,SI1,4864.0,3,2
1.0,Ideal,2,SI1,4864.0,2,2
1.0,Very Good,2,SI1,4864.0,4,2
0.72,Ideal,2,VVS1,4864.0,2,6
0.96,Premium,2,SI1,4864.0,3,2
1.01,Fair,4,VS1,4864.0,0,4
1.19,Premium,6,SI1,4865.0,3,2
1.01,Good,5,SI2,4865.0,1,3
1.05,Ideal,3,SI2,4866.0,2,3
1.0,Ideal,4,SI1,4867.0,2,2
1.0,Very Good,1,SI2,4867.0,4,3
1.01,Very Good,5,SI1,4868.0,4,2
1.1,Ideal,6,SI1,4868.0,2,2
1.01,Ideal,4,SI1,4868.0,2,2
1.16,Very Good,6,VS2,4869.0,4,5
1.16,Ideal,6,VS2,4869.0,2,5
0.84,Very Good,1,VS1,4869.0,4,4
1.01,Very Good,3,SI1,4869.0,4,2
1.15,Ideal,5,SI2,4870.0,2,3
1.23,Good,7,SI1,4870.0,1,2
1.02,Ideal,5,SI2,4870.0,2,3
1.11,Very Good,5,SI1,4871.0,4,2
0.9,Ideal,5,VS2,4871.0,2,5
0.92,Ideal,2,SI2,4871.0,2,3
0.9,Ideal,4,SI1,4871.0,2,2
1.09,Ideal,5,SI1,4871.0,2,2
1.09,Very Good,5,SI1,4871.0,4,2
1.09,Premium,5,SI1,4871.0,3,2
0.9,Very Good,4,VS1,4872.0,4,4
1.2,Premium,6,SI1,4872.0,3,2
1.01,Ideal,6,SI1,4872.0,2,2
1.16,Premium,5,SI2,4872.0,3,3
1.06,Premium,5,SI1,4872.0,3,2
1.16,Premium,6,SI1,4872.0,3,2
1.0,Ideal,5,SI1,4872.0,2,2
1.01,Ideal,1,SI2,4872.0,2,3
1.01,Premium,4,SI1,4872.0,3,2
1.03,Ideal,2,SI1,4873.0,2,2
1.07,Very Good,6,VS2,4873.0,4,5
1.01,Very Good,5,SI1,4873.0,4,2
1.03,Ideal,4,SI2,4873.0,2,3
1.13,Premium,5,SI2,4873.0,3,3
1.13,Premium,7,VS1,4873.0,3,4
1.11,Fair,2,SI2,4873.0,0,3
1.03,Premium,5,VS1,4874.0,3,4
1.03,Ideal,5,VS1,4874.0,2,4
1.24,Ideal,7,SI1,4875.0,2,2
1.14,Very Good,4,SI2,4875.0,4,3
1.02,Very Good,5,SI1,4875.0,4,2
1.01,Premium,4,SI1,4875.0,3,2
1.01,Ideal,2,SI2,4875.0,2,3
1.01,Very Good,5,SI1,4876.0,4,2
1.23,Premium,3,SI2,4876.0,3,3
1.01,Ideal,5,SI1,4876.0,2,2
1.15,Ideal,4,SI2,4877.0,2,3
1.11,Good,1,SI2,4877.0,1,3
1.08,Premium,6,VS1,4877.0,3,4
1.1,Very Good,6,VS1,4878.0,4,4
1.28,Good,7,SI1,4878.0,1,2
1.05,Good,2,SI1,4878.0,1,2
1.06,Very Good,5,SI1,4878.0,4,2
1.01,Premium,2,SI2,4878.0,3,3
1.05,Premium,3,SI1,4879.0,3,2
0.93,Very Good,4,VS1,4879.0,4,4
1.21,Ideal,7,VS2,4879.0,2,5
1.03,Very Good,5,SI1,4879.0,4,2
1.32,Premium,5,SI2,4879.0,3,3
1.21,Ideal,6,SI2,4879.0,2,3
1.21,Premium,6,SI2,4879.0,3,3
1.16,Ideal,4,SI2,4880.0,2,3
